passenger_id,household_income,college_saving,retirement_contribution_strategy,assets_retirement_pct_invested,assets_retirement,client_employment_status,housing_situation,saving_emergency_fund_months,assets_liquid,housing_transaction_timing,mortgage_type,life_insurance,mortgage_term,mortgage_rate,estate_plan,rent_monthly,client_age,sentiment_finances,divorce,education,employer_sponsored,has_children,has_dependent_relatives,has_partner,healthcare,lower_monthly_payment,managing_credit_score,moving,new_child
8366,56100.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,,,No / Not sure,,,No,,50.96,51.6,0,0,1,0,0,0,0,,,1,0
182269,125430.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Not working / Other,Rent,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,Not sure,,76.84,58.2,1,0,0,0,0,0,1,,,1,0
67702,61800.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,,I don't have any savings,,,"Yes, through my work",,,Yes,,31.92,100.8,0,0,,0,0,1,,,,0,0
98962,35200.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Live rent-free,4-6 months,"Less than $5,000",,,"Yes, through my work",,,Not sure,,29.16,33.6,0,0,1,0,0,1,0,,,0,0
12205,80800.0,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,No / Not sure,,,No,,72.27,0.0,0,0,1,0,0,1,0,,,0,0
119357,18200.0,,I max out my Employer Plan / IRA,,"More than $500,000",Own a business,Own my home outright,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Not sure,,60.0,112.8,1,0,1,1,1,1,0,,,1,1
63263,67600.0,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Rent,2-3 months,"$5,000-$10,000",,,No / Not sure,,,No,,27.25,51.6,0,0,1,0,0,0,0,,,1,0
170411,123750.0,"Yes, but not in an ESA",I max out my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Rent,2-3 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,40.8,99.0,0,0,0,1,0,1,0,,,1,0
59285,30.36,Not applicable,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,No / Not sure,,,Yes,,29.04,49.2,0,0,1,1,0,0,0,,,0,0
110692,,,I max out my Employer Plan / IRA,,"Less than $10,000",Own a business,Own my home with a mortgage,2-3 months,"$5,000-$10,000",,Adjustable rate mortgage,"Yes, my own",15-year fixed rate,4.5% - 4.99%,Yes,,27.88,100.8,1,0,1,0,0,1,0,0,,,0
134502,10800.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,,,,,"Yes, through my work",,,Not sure,,30.24,0.0,0,0,,0,0,1,,,,0,0
140009,55550.0,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Rent,4-6 months,"Less than $5,000",,,"Yes, my own",,,No,,36.58,64.2,0,0,1,0,0,1,0,,,0,0
63993,56733.21,,I max out my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Rent,1 month or less,"$10,000-$20,000",,,"Yes, through my work",,,Yes,,43.86,55.2,0,0,1,0,0,0,0,,,0,0
141612,51000.0,,I max out my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Own my home outright,More than 6 months,"$20,000-$50,000",,,"Yes, through my work",,,Yes,,74.2,56.4,0,0,0,0,0,0,1,,,1,0
123560,508500.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"More than $100,000",,,No / Not sure,,,No,,54.08,58.8,0,0,1,0,0,1,0,,,0,0
184928,49980.0,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Rent,More than 6 months,"$5,000-$10,000",Sometime in the future,,"Yes, my own",,,No,600,31.64,55.2,0,0,0,0,0,0,0,,0,,0
69933,205000.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,No / Not sure,,,No,,38.16,52.2,0,1,1,0,0,1,0,,,0,0
88809,199999.8,,I max out my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Rent,More than 6 months,"$50,000-$100,000",As soon as I can,,"Yes, through my work",,,Yes,3333,40.05,72.0,0,0,1,0,0,1,0,,0,,0
14869,66750.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home outright,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,No,,74.34,104.4,0,0,1,0,0,0,1,,,0,0
76446,25500.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,55.93,49.8,0,0,0,0,0,1,0,,,0,0
44752,94160.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",As soon as I can,,"Yes, through my work",,,No,1500,43.0,70.8,0,0,1,0,1,0,0,,1,,0
8334,101000.0,"No, but I'd like to someday",I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,29.97,67.8,0,0,1,1,0,1,0,,,0,0
33361,176550.0,,I max out my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,44.88,87.3,0,1,1,0,0,1,0,,,0,0
203530,55200.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,I don't have any savings,I don't have any savings,,Fixed rate mortgage,No / Not sure,30-year fixed rate,5.0% or higher,No,,34.2,55.2,0,0,0,0,0,1,0,1,,,0
61533,13392.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Live rent-free,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,57.82,116.4,0,0,0,0,0,0,0,,,0,0
151484,178200.0,"Yes, but not in an ESA",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,4-6 months,"$5,000-$10,000",,,"Yes, my own",,,No,,56.16,53.4,0,0,0,1,0,1,0,,,0,0
192244,0.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Not working / Other,Live rent-free,1 month or less,I don't have any savings,,,No / Not sure,,,Not sure,,47.47,0.0,0,0,0,1,0,0,1,,,0,0
107696,535.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,"Less than $5,000",,,No / Not sure,,,Not sure,,33.0,72.0,0,0,0,0,0,1,0,,,0,0
190715,90400.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,No / Not sure,,,No,,41.2,0.0,0,1,0,1,0,1,0,,,0,0
74543,21620.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,48.84,0.0,0,0,0,0,0,1,0,,,0,0
120752,40896.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Homemaker / Caregiver,Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,37.8,0.0,1,0,0,1,0,0,0,,,0,0
172147,26450.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,47.47,56.4,0,0,0,0,0,0,0,,,0,0
74225,30800.0,Not applicable,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,27.6,49.8,0,0,0,1,0,0,0,,,0,0
66104,0.85,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,97.02,52.2,0,0,0,0,0,1,0,,,0,0
44963,25200.0,,"I save a bit, as I can",,I haven't saved for retirement,Not working / Other,Rent,1 month or less,"$5,000-$10,000",,,"Yes, my own",,,No,,35.34,60.6,0,0,0,0,0,0,0,,,0,0
5990,3936.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,41.36,24.6,0,0,0,1,0,1,1,,,0,0
100237,16800.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,23.46,0.0,0,0,0,0,0,1,0,,,1,0
514,0.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,92.07,70.2,0,0,0,0,0,1,0,,,0,0
45938,44307.66,Not applicable,"I save a bit, as I can",,I haven't saved for retirement,Homemaker / Caregiver,Live rent-free,More than 6 months,"More than $100,000",,,"Yes, my own",,,No,,34.68,103.2,0,0,0,1,0,0,0,,,1,0
56684,93852.0,,"I save a bit, as I can",,I haven't saved for retirement,Own a business,Own my home with a mortgage,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,43.74,50.4,0,0,0,0,0,1,0,,,0,0
172427,2659.2,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Other,I don't have any savings,I don't have any savings,,,"Yes, my own",,,Not sure,,21.0,52.8,0,0,0,0,0,0,0,,,0,0
32554,0.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Live rent-free,,"Less than $5,000",,,"Yes, through my work",,,Not sure,,20.6,0.0,0,1,0,0,0,0,,,,1,0
151244,58580.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,2-3 months,I don't have any savings,,,"Yes, my own",,,No,,50.15,48.0,0,0,0,0,0,1,1,,,0,0
95034,71400.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,Sometime in the future,,No / Not sure,,,No,300,31.86,0.0,0,0,0,0,0,0,0,,0,,0
15171,0.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,20.88,66.6,0,0,0,0,0,1,0,,,0,0
185453,3210.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,33.3,0.0,0,0,0,0,0,0,0,,,1,0
201301,0.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,4-6 months,I don't have any savings,,,"Yes, my own",,,Not sure,,42.0,58.8,0,0,0,0,0,0,0,,,1,0
14866,94300.0,,Not currently contributing,,I haven't saved for retirement,Own a business,Own my home outright,More than 6 months,"More than $100,000",,,No / Not sure,,,Yes,,55.64,126.0,0,0,0,0,0,1,0,,,0,0
56105,13440.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Live rent-free,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,23.54,0.0,0,0,0,0,0,1,0,,,1,0
124051,13500.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,20.79,63.6,0,1,0,0,0,0,0,,,1,0
204560,38287.08,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Live rent-free,1 month or less,"Less than $5,000",,,"Yes, my own",,,No,,22.8,108.0,0,0,0,0,0,0,0,,,0,0
38155,177000.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,,"Yes, my own",,,No,,36.38,99.9,0,0,0,1,0,1,0,,,0,0
111208,24900.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,1 month or less,I don't have any savings,,,No / Not sure,,,No,,39.44,0.0,0,0,0,0,0,1,0,,,1,0
181175,90900.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Live rent-free,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,23.46,72.0,0,1,0,0,0,0,0,,,0,0
55356,69000.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,2-3 months,I don't have any savings,,,"Yes, my own",,,No,,50.96,0.0,0,0,0,0,0,1,0,,,0,0
137443,78850.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,4-6 months,I don't have any savings,,,No / Not sure,,,No,,35.7,53.4,0,0,0,0,0,1,0,,,1,0
23146,14760.0,Not applicable,Not currently contributing,,I haven't saved for retirement,Homemaker / Caregiver,Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,54.57,50.4,0,0,0,1,1,1,0,,,1,0
74288,26400.0,"No, but I'd like to someday","I save a bit, as I can",,I haven't saved for retirement,Own a business,Rent,1 month or less,I don't have any savings,,,No / Not sure,,,No,,42.33,0.0,0,0,0,1,0,1,1,,,0,0
44043,1044.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,2-3 months,"Less than $5,000",As soon as I can,,"Yes, my own",,,No,625,30.24,50.4,0,0,0,1,0,1,0,,1,,0
155568,17820.0,Not applicable,"I save a bit, as I can",,I haven't saved for retirement,Not working / Other,Rent,1 month or less,I don't have any savings,,,No / Not sure,,,No,,39.48,67.2,0,0,0,1,0,0,1,,,1,0
9671,29440.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,No,,65.52,58.2,0,0,1,0,0,0,1,,,0,0
106548,63000.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,No / Not sure,,,No,,70.72,35.7,0,0,0,0,0,0,1,,,0,0
17359,16350.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,Sometime in the future,,No / Not sure,,,No,840,28.71,0.0,0,0,0,0,0,1,0,,0,,0
140563,55000.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,76.7,24.3,0,0,0,0,0,0,0,,,0,0
124833,0.0,,Not currently contributing,,I haven't saved for retirement,Own a business,Live rent-free,2-3 months,I don't have any savings,,,No / Not sure,,,No,,35.7,0.0,0,1,0,0,0,0,0,,,0,0
128736,492.24,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,Sometime in the future,,No / Not sure,,,No,950,21.85,34.8,0,0,0,0,0,0,0,,1,,0
168129,28800.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,1 month or less,I don't have any savings,,,No / Not sure,,,Not sure,,23.31,31.2,0,0,0,0,0,0,0,,,1,0
8820,88740.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home with a mortgage,4-6 months,"More than $100,000",,,"Yes, my own",,,No,,37.6,49.2,0,1,0,0,0,1,0,,,0,0
194881,14160.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Other,1 month or less,I don't have any savings,,,No / Not sure,,,No,,24.08,60.0,0,0,0,0,0,1,0,,,1,0
68018,54600.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,1 month or less,"$5,000-$10,000",,,No / Not sure,,,No,,30.1,53.4,0,0,0,0,0,0,0,,,0,0
132596,0.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,106.92,49.8,0,0,0,0,0,1,0,,,0,0
149870,49500.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Own my home outright,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,31.8,49.2,1,0,0,0,0,1,0,,,0,0
120791,33174.72,,"I save a bit, as I can",,I haven't saved for retirement,Not working / Other,Other,More than 6 months,"More than $100,000",,,"Yes, my own",,,Not sure,,48.15,51.6,0,0,0,0,0,1,0,,,0,0
125297,0.0,Not applicable,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Other,,I don't have any savings,,,No / Not sure,,,Not sure,,34.2,69.6,0,0,0,1,0,0,,,,0,0
98192,1726.08,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Own my home with a mortgage,I don't have any savings,I don't have any savings,,,No / Not sure,,,Yes,,57.85,0.0,0,0,0,0,0,0,1,,,0,0
42043,49000.0,,"I save a bit, as I can",,I haven't saved for retirement,Homemaker / Caregiver,Own my home with a mortgage,4-6 months,"Less than $5,000",,,"Yes, my own",,,Yes,,83.6,62.4,0,0,0,0,0,1,0,,,0,0
9691,45500.0,,Not currently contributing,,I haven't saved for retirement,Homemaker / Caregiver,Own my home with a mortgage,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,37.76,0.0,0,0,1,0,0,1,0,,,0,0
177812,36000.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,43.7,0.0,0,0,0,0,0,1,0,,,1,0
77791,51150.0,,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,28.62,67.2,0,1,0,0,0,0,1,,,1,0
8687,11087.28,Not applicable,"I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,Within the next 2 years,,No / Not sure,,,No,178.00,37.8,0.0,0,0,0,1,0,0,0,,0,,0
6553,61200.0,Not applicable,Not currently contributing,,I haven't saved for retirement,Own a business,Rent,2-3 months,I don't have any savings,,,No / Not sure,,,Not sure,,50.14,49.2,0,0,0,1,0,1,0,,,0,0
124346,23000.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Own my home with a mortgage,I don't have any savings,"$10,000-$20,000",,,"Yes, my own",,,No,,62.78,67.8,0,0,0,0,0,0,0,,,0,0
192631,12000.0,Not applicable,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,46.08,61.2,0,0,0,1,0,0,0,,,1,0
171292,25810.0,"No, but I'd like to someday",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,28.21,0.0,0,0,0,1,0,0,0,,,0,0
93027,20680.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Other,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,33.64,0.0,0,1,0,0,0,0,0,,,0,0
9979,31320.0,,Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,4-6 months,I don't have any savings,,,"Yes, my own",,,Not sure,,30.45,33.9,0,0,0,0,0,0,0,,,1,0
